player;nacionalidad;position;equipo;edad;nacimiento;partidos_jugados;titular;minutes_played;noventas_jugados;goles;asistencias;goles_mas_asist;goles_sin_penal;penales_convertidos;penales_intentados;amarillas;rojas;goles_asist_sin_penal_p90;tiros;tiros_al_arco;pct_tiros_al_arco;tiros_p90;tiros_arco_p90;goles_por_tiro;goles_por_tiro_al_arco;goles_recibidos;goles_recibidos_p90;tiros_al_arco_recibidos;atajadas;pct_atajadas;partidos_ganados_gk;empatados_gk;perdidos_gk;vallas_invictas;pct_vallas_invictas;penales_recibidos_gk;penales_atajados;penales_errados_rival;doble_amarilla;faltas_cometidas;faltas_recibidas;offsides;centros;intercepciones;entradas_ganadas;penales_ganados;penales_concedidos;goles_en_contra;goles_p90;asistencias_p90;tiros_p90_calc;intercepciones_p90;entradas_p90;centros_p90;faltas_p90
Baltasar Rodríguez;ar ARG;MF;Racing Club;23-039;2003,0;13;7;588;6,5;0;1;1;0;0;0;6;0;0,15;16;3;18,8;2,45;0,46;0,0;0,0;;;;;;;;;;;;;;0;18;13;2;21;8;11;;;0;0,0;0,154;2,462;1,231;1,692;3,231;2,769
Bautista Barros Schelotto;ar ARG;DF;Gimnasia–LP;26-216;2000,0;7;4;396;4,4;1;0;1;1;0;0;1;0;0,23;2;1;50,0;0,45;0,23;0,5;1,0;;;;;;;;;;;;;;0;5;1;0;13;5;3;;;0;0,227;0,0;0,455;1,136;0,682;2,955;1,136
Bautista Gerez;ar ARG;FW;C. Córdoba–SdE;19-216;2007,0;2;0;16;0,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Bautista Merlini;ar ARG;MF;Platense;31-044;1995,0;18;5;636;7,1;2;0;2;2;0;0;0;0;0,28;15;6;40,0;2,12;0,85;0,13;0,33;;;;;;;;;;;;;;0;9;31;1;6;3;5;;;0;0,282;0,0;2,113;0,423;0,704;0,845;1,268
Bautista Pieroni;ar ARG;DF;Estudiantes–RC;18-025;2008,0;1;0;8;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;1;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;10,0
Benjamin Acosta;ar ARG;FW;Lanús;20-190;2006,0;1;0;22;0,2;0;0;0;0;0;0;0;0;0,0;2;0;0,0;8,18;0,0;0,0;;;;;;;;;;;;;;;0;1;1;0;1;0;0;;;0;0,0;0,0;10,0;0,0;0,0;5,0;5,0
Benjamín Bosch;ar ARG;FW;Platense;21-063;2005,0;2;0;23;0,3;0;0;0;0;0;0;0;0;0,0;1;0;0,0;3,91;0,0;0,0;;;;;;;;;;;;;;;0;0;1;0;2;0;0;;;0;0,0;0,0;3,333;0,0;0,0;6,667;0,0
Benjamín Pérez;ar ARG;MF;Dep. Riestra;20-075;2006,0;1;0;20;0,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Blas Armoa;py PAR;FW;Gimnasia–M;26-195;2000,0;9;3;304;3,4;1;0;1;1;0;0;1;0;0,3;6;2;33,3;1,78;0,59;0,17;0,5;;;;;;;;;;;;;;0;4;8;2;8;0;0;;;0;0,294;0,0;1,765;0,0;0,0;2,353;1,176
Blas Benedetto;ar ARG;MF;Newell's;20-153;2006,0;1;0;1;0,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;;;0;;;;;;;
Braian Cufré;ar ARG;DF;Aldosivi;29-245;1996,0;2;2;180;2,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;0;1;9;2;4;;;0;0,0;0,0;0,0;1,0;2,0;4,5;1,0
Braian Romero;ar ARG;FW;Vélez Sarsfield;35-063;1991,0;10;2;299;3,3;1;0;1;0;1;1;3;0;0,0;12;4;33,3;3,61;1,2;0,08;0,2;;;;;;;;;;;;;;0;4;6;1;1;0;1;;;0;0,303;0,0;3,636;0,0;0,303;0,303;1,212
Brandon Márquez;ar ARG;;Sarmiento–J;21-176;2005,0;4;0;59;0,7;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;1;3;1;1;;;0;0,0;0,0;0,0;1,429;1,429;4,286;1,429
Brandon Oviedo;ar ARG;DF;Banfield;21-204;2005,0;4;4;333;3,7;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;3;0;2;5;6;;;0;0,0;0,0;0,0;1,351;1,622;0,541;0,27
Brayan Cortés;cl CHI;GK;Arg Juniors;31-159;1995,0;21;21;1890;21,0;0;0;0;0;0;0;4;0;0,0;0;0;;0,0;0,0;;;18,0;0,86;58,0;40,0;69,0;12,0;5,0;4,0;10,0;47,6;1,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Brian Aguirre;ar ARG;FWMF;Boca Juniors;23-077;2003,0;1;0;22;0,2;0;0;0;0;0;0;0;0;0,0;1;0;0,0;4,09;0,0;0,0;;;;;;;;;;;;;;;0;1;0;0;3;0;0;;;0;0,0;0,0;5,0;0,0;0,0;15,0;5,0
Brian Aguirre;ar ARG;MF;Estudiantes–LP;23-077;2003,0;13;4;533;5,9;1;2;3;1;0;0;2;0;0,51;15;7;46,7;2,53;1,18;0,07;0,14;;;;;;;;;;;;;;0;15;7;2;32;4;3;;;0;0,169;0,339;2,542;0,678;0,508;5,424;2,542
Brian Andrada;ar ARG;FWMF;Gimnasia–M;29-056;1997,0;4;3;176;2,0;0;0;0;0;0;0;0;0;0,0;2;1;50,0;1,02;0,51;0,0;0,0;;;;;;;;;;;;;;0;4;1;0;5;3;3;;;0;0,0;0,0;1,0;1,5;1,5;2,5;2,0
Brian Cuello;ar ARG;MF;Unión;28-321;1997,0;14;11;794;8,8;2;0;2;2;0;0;4;0;0,23;19;6;31,6;2,15;0,68;0,11;0,33;;;;;;;;;;;;;;0;16;16;2;15;7;8;;;0;0,227;0,0;2,159;0,795;0,909;1,705;1,818
Brian Ferreyra;ar ARG;FW;Gimnasia–M;29-279;1996,0;10;0;241;2,7;0;0;0;0;0;0;1;0;0,0;5;1;20,0;1,87;0,37;0,0;0,0;;;;;;;;;;;;;;0;10;5;2;0;1;4;;;0;0,0;0,0;1,852;0,37;1,481;0,0;3,704
Bruno Barticciotto;cl CHI;FW;Talleres–C;25-102;2001,0;5;1;87;1,0;0;1;1;0;0;0;0;0;1,03;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;1;1;2;0;1;;;0;0,0;1,0;0,0;0,0;1,0;2,0;2,0
Bruno Cabrera;ar ARG;MF;Lanús;23-057;2003,0;8;2;303;3,4;0;0;0;0;0;0;1;0;0,0;7;1;14,3;2,08;0,3;0,0;0,0;;;;;;;;;;;;;;0;11;8;3;4;3;2;;;0;0,0;0,0;2,059;0,882;0,588;1,176;3,235
Bruno Cabrera;ar ARG;DF;Newell's;29-111;1997,0;11;7;609;6,8;1;0;1;1;0;0;2;1;0,15;9;2;22,2;1,33;0,3;0,11;0,5;;;;;;;;;;;;;;1;8;5;0;5;7;5;;;0;0,147;0,0;1,324;1,029;0,735;0,735;1,176
Bruno Leyes;ar ARG;MF;Tigre;24-291;2001,0;15;13;1136;12,6;0;0;0;0;0;0;4;0;0,0;8;0;0,0;0,63;0,0;0,0;;;;;;;;;;;;;;;0;24;17;0;4;23;25;;;0;0,0;0,0;0,635;1,825;1,984;0,317;1,905
Bruno Pittón;ar ARG;DF;Unión;33-197;1993,0;15;5;520;5,8;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,17;0,0;0,0;;;;;;;;;;;;;;;0;4;2;1;11;7;17;;;0;0,0;0,0;0,172;1,207;2,931;1,897;0,69
Bruno Sepúlveda;ar ARG;FW;Banfield;33-334;1992,0;15;5;532;5,9;1;1;2;0;1;1;1;0;0,17;10;3;30,0;1,69;0,51;0,09;0,25;;;;;;;;;;;;;;0;9;3;7;2;3;4;;;0;0,169;0,169;1,695;0,508;0,678;0,339;1,525
Bruno Zuculini;ar ARG;MF;Racing Club;33-137;1993,0;14;6;571;6,3;0;1;1;0;0;0;1;0;0,16;3;0;0,0;0,47;0,0;0,0;;;;;;;;;;;;;;;0;5;5;1;10;6;13;;;0;0,0;0,159;0,476;0,952;2,063;1,587;0,794
Brían Sánchez;ar ARG;MF;Dep. Riestra;33-067;1993,0;5;4;268;3,0;1;0;1;1;0;0;0;0;0,34;5;1;20,0;1,68;0,34;0,2;1,0;;;;;;;;;;;;;;0;2;4;0;5;5;5;;;0;0,333;0,0;1,667;1,667;1,667;1,667;0,667
Camilo Rey;ar ARG;MF;Boca Juniors;20-160;2006,0;4;1;96;1,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;1;0;0;2;0;;;0;0,0;0,0;0,0;1,818;0,0;0,0;0,909
Carlos Abeldano;ar ARG;FW;Atlé Tucumán;21-130;2005,0;9;6;575;6,4;1;0;1;1;0;0;2;0;0,16;12;2;16,7;1,88;0,31;0,08;0,5;;;;;;;;;;;;;;0;7;6;7;0;2;4;;;0;0,156;0,0;1,875;0,312;0,625;0,0;1,094
Carlos Arce;ar ARG;MF;Barracas Central;35-335;1990,0;1;0;4;0,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;;0;;;;;;;
Carlos Delgado;py PAR;FW;Sarmiento–J;23-280;2002,0;1;0;7;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Carlos Izquierdoz;ar ARG;DF;Lanús;37-287;1988,0;16;16;1440;16,0;2;0;2;2;0;1;7;0;0,12;12;3;25,0;0,75;0,19;0,15;0,5;;;;;;;;;;;;;;0;10;11;1;2;23;12;;;0;0,125;0,0;0,75;1,438;0,75;0,125;0,625
Carlos Quintana;ar ARG;DF;Dep. Riestra;38-187;1988,0;5;5;450;5,0;0;1;1;0;0;0;3;0;0,2;6;1;16,7;1,2;0,2;0,0;0,0;;;;;;;;;;;;;;0;7;4;0;0;6;3;;;0;0,0;0,2;1,2;1,2;0,6;0,0;1,4
Carlos Quintana;ar ARG;DF;Rosario Central;38-187;1988,0;4;2;238;2,6;0;1;1;0;0;0;1;0;0,38;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;3;3;0;0;1;0;;;0;0,0;0,385;0,0;0,385;0,0;0,0;1,154
Carlos Villalba;ar ARG;MF;Sarmiento–J;28-029;1998,0;11;8;527;5,9;1;0;1;1;0;0;4;0;0,17;12;6;50,0;2,05;1,02;0,08;0,17;;;;;;;;;;;;;;0;12;5;1;6;12;3;;;0;0,169;0,0;2,034;2,034;0,508;1,017;2,034
Cayetano Bolzán;ar ARG;FW;Gimnasia–LP;20-156;2006,0;3;0;39;0,4;0;0;0;0;0;0;0;0;0,0;1;0;0,0;2,31;0,0;0,0;;;;;;;;;;;;;;;0;1;0;1;0;0;0;;;0;0,0;0,0;2,5;0,0;0,0;0,0;2,5
Celías Ingenthron;ar ARG;DF;Platense;18-050;2008,0;3;3;258;2,9;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,35;0,0;0,0;;;;;;;;;;;;;;;0;5;4;0;9;2;4;;;0;0,0;0,0;0,345;0,69;1,379;3,103;1,724
Claudio Baeza;cl CHI;MF;Vélez Sarsfield;32-237;1993,0;18;12;1123;12,5;0;0;0;0;0;0;5;0;0,0;5;0;0,0;0,4;0,0;0,0;;;;;;;;;;;;;;;0;17;13;0;4;21;20;;;0;0,0;0,0;0,4;1,68;1,6;0,32;1,36
Claudio Bravo;ar ARG;DF;Arg Juniors;29-157;1997,0;6;1;165;1,8;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;3;1;1;5;1;9;;;0;0,0;0,0;0,0;0,556;5,0;2,778;1,667
Clever Ferreira;py PAR;DF;Atlé Tucumán;23-178;2003,0;14;12;1105;12,3;1;1;2;1;0;0;3;0;0,16;16;4;25,0;1,3;0,33;0,06;0,25;;;;;;;;;;;;;;0;6;12;0;4;11;11;;;0;0,081;0,081;1,301;0,894;0,894;0,325;0,488
Cristian Jaime;ar ARG;FW;River Plate;20-034;2006,0;1;0;19;0,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Cristian Medina;ar ARG;MF;Estudiantes–LP;24-077;2002,0;5;5;443;4,9;0;1;1;0;0;0;0;0;0,2;6;3;50,0;1,22;0,61;0,0;0,0;;;;;;;;;;;;;;0;2;13;0;2;0;8;;;0;0,0;0,204;1,224;0,0;1,633;0,408;0,408
Cristian Paz;ar ARG;DF;Dep. Riestra;31-115;1995,0;20;20;1782;19,8;0;1;1;0;0;0;3;0;0,05;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;28;8;1;4;30;25;;;0;0,0;0,051;0,0;1,515;1,263;0,202;1,414
Cristian Tarragona;ar ARG;FW;Unión;35-130;1991,0;21;21;1816;20,2;8;1;9;6;2;2;4;0;0,35;48;23;47,9;2,38;1,14;0,16;0,32;;;;;;;;;;;;;;0;37;26;13;10;2;9;;;0;0,396;0,05;2,376;0,099;0,446;0,495;1,832
Cristian Zabala;ar ARG;MF;Sarmiento–J;28-166;1998,0;20;19;1719;19,1;1;1;2;1;0;0;5;0;0,1;9;2;22,2;0,47;0,1;0,11;0,5;;;;;;;;;;;;;;0;21;15;4;26;27;31;;;0;0,052;0,052;0,471;1,414;1,623;1,361;1,099
Cristopher Fiermarin;uy URU;GK;Defensa;28-228;1998,0;16;16;1440;16,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;21,0;1,31;61,0;40,0;65,6;4,0;7,0;5,0;5,0;31,3;2,0;1,0;0,0;0;0;5;0;0;0;1;;;0;0,0;0,0;0,0;0,0;0,062;0,0;0,0
César Ibáñez;ar ARG;DF;Huracán;27-061;1999,0;16;15;1274;14,2;0;2;2;0;0;0;8;1;0,14;15;3;20,0;1,06;0,21;0,0;0,0;;;;;;;;;;;;;;1;33;23;2;34;20;34;;;0;0,0;0,141;1,056;1,408;2,394;2,394;2,324
César Pérez;cl CHI;MF;Defensa;23-261;2002,0;7;5;491;5,5;0;1;1;0;0;0;2;0;0,18;14;2;14,3;2,57;0,37;0,0;0,0;;;;;;;;;;;;;;0;9;7;1;5;7;9;;;0;0,0;0,182;2,545;1,273;1,636;0,909;1,636
César Rigamonti;ar ARG;GK;Gimnasia–M;39-132;1987,0;18;18;1620;18,0;0;0;0;0;0;0;2;0;0,0;0;0;;0,0;0,0;;;22,0;1,22;82,0;60,0;73,2;7,0;2,0;9,0;6,0;33,3;1,0;2,0;0,0;0;1;2;0;0;1;1;;;0;0,0;0,0;0,0;0,056;0,056;0,0;0,056
César Vega;ar ARG;MF;Atlé Tucumán;22-221;2004,0;8;6;528;5,9;0;0;0;0;0;0;4;0;0,0;2;0;0,0;0,34;0,0;0,0;;;;;;;;;;;;;;;0;19;7;0;0;12;21;;;0;0,0;0,0;0,339;2,034;3,559;0,0;3,22
Damián Fernández;ar ARG;DF;Defensa;25-227;2001,0;16;14;1223;13,6;0;0;0;0;0;0;5;0;0,0;3;1;33,3;0,22;0,07;0,0;0,0;;;;;;;;;;;;;;0;12;2;0;1;21;27;;;0;0,0;0,0;0,221;1,544;1,985;0,074;0,882
Damián Martínez;ar ARG;MFDF;Barracas Central;36-198;1990,0;10;7;514;5,7;1;0;1;1;0;0;1;0;0,18;4;1;25,0;0,7;0,18;0,25;1,0;;;;;;;;;;;;;;0;5;4;0;14;5;10;;;0;0,175;0,0;0,702;0,877;1,754;2,456;0,877
Damián Pizarro;cl CHI;FW;Racing Club;21-142;2005,0;2;2;115;1,3;0;1;1;0;0;0;0;0;0,78;2;2;100,0;1,57;1,57;0,0;0,0;;;;;;;;;;;;;;0;3;1;1;0;0;1;;;0;0,0;0,769;1,538;0,0;0,769;0,0;2,308
Danilo Arboleda;co COL;DF;Banfield;31-093;1995,0;16;16;1374;15,3;0;0;0;0;0;0;2;0;0,0;1;1;100,0;0,07;0,07;0,0;0,0;;;;;;;;;;;;;;0;7;3;1;1;14;20;;;0;0,0;0,0;0,065;0,915;1,307;0,065;0,458
Danilo Arboleda;co COL;DF;CA San Lorenzo;31-093;1995,0;2;2;180;2,0;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,5;0,0;0,0;;;;;;;;;;;;;;;0;0;1;2;0;4;2;;;0;0,0;0,0;0,5;2,0;1,0;0,0;0,0
Dardo Miloc;ar ARG;MF;Barracas Central;35-305;1990,0;20;14;1377;15,3;0;0;0;0;0;0;5;0;0,0;1;1;100,0;0,07;0,07;0,0;0,0;;;;;;;;;;;;;;0;15;13;0;0;25;23;;;0;0,0;0,0;0,065;1,634;1,503;0,0;0,98
Darío Cáceres;py PAR;MFDF;C. Córdoba–SdE;28-203;1998,0;2;2;180;2,0;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,5;0,0;0,0;;;;;;;;;;;;;;;0;0;0;0;10;2;3;;;0;0,0;0,0;0,5;1,0;1,5;5,0;0,0
Darío Cáceres;py PAR;MFDF;Defensa;28-203;1998,0;8;3;308;3,4;0;0;0;0;0;0;0;0;0,0;4;0;0,0;1,17;0,0;0,0;;;;;;;;;;;;;;;0;1;2;2;21;6;3;;;0;0,0;0,0;1,176;1,765;0,882;6,176;0,294
David Barbona;ar ARG;MFFW;Defensa;31-176;1995,0;13;6;611;6,8;3;0;3;3;0;1;1;0;0,44;13;9;69,2;1,91;1,33;0,21;0,3;;;;;;;;;;;;;;0;4;7;1;35;0;1;;;0;0,441;0,0;1,912;0,0;0,147;5,147;0,588
David Fernández;py PAR;FW;Defensa;20-224;2006,0;3;0;37;0,4;0;0;0;0;0;0;0;0;0,0;1;1;100,0;2,43;2,43;0,0;0,0;;;;;;;;;;;;;;0;2;0;1;0;0;0;;;0;0,0;0,0;2,5;0,0;0,0;0,0;5,0
David Juárez;ar ARG;FW;Aldosivi;18-266;2007,0;1;0;20;0,2;0;0;0;0;0;0;0;0;0,0;1;1;100,0;4,5;4,5;0,0;0,0;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;5,0;0,0;0,0;0,0;0,0
David Sotelo;ar ARG;MF;Newell's;23-018;2003,0;11;4;440;4,9;0;0;0;0;0;0;0;0;0,0;7;3;42,9;1,43;0,61;0,0;0,0;;;;;;;;;;;;;;0;6;3;0;20;6;6;;;0;0,0;0,0;1,429;1,224;1,224;4,082;1,224
David Zalazar;ar ARG;MF;Banfield;24-100;2002,0;16;12;989;11,0;1;3;4;1;0;0;3;0;0,36;32;7;21,9;2,91;0,64;0,03;0,14;;;;;;;;;;;;;;0;4;20;1;106;11;10;;;0;0,091;0,273;2,909;1,0;0,909;9,636;0,364
Diego Barrera;ar ARG;MFDF;C. Córdoba–SdE;22-056;2004,0;20;17;1495;16,6;3;0;3;3;0;0;5;0;0,18;23;9;39,1;1,38;0,54;0,13;0,33;;;;;;;;;;;;;;0;20;19;3;62;6;13;;;0;0,181;0,0;1,386;0,361;0,783;3,735;1,205
Diego Churín;ar ARG;FWMF;Sarmiento–J;36-259;1989,0;18;8;756;8,4;2;0;2;1;1;1;1;1;0,12;16;5;31,3;1,9;0,6;0,12;0,33;;;;;;;;;;;;;;0;14;16;3;6;1;8;;;0;0,238;0,0;1,905;0,119;0,952;0,714;1,667
Diego Crego;ar ARG;FWDF;Ind. Rivadavia;29-210;1997,0;10;4;426;4,7;0;0;0;0;0;0;1;0;0,0;7;1;14,3;1,48;0,21;0,0;0,0;;;;;;;;;;;;;;0;4;6;1;13;8;7;;;0;0,0;0,0;1,489;1,702;1,489;2,766;0,851
Diego Díaz;ar ARG;FW;Unión;24-219;2002,0;6;0;100;1,1;1;0;1;1;0;0;0;0;0,9;6;1;16,7;5,4;0,9;0,17;1,0;;;;;;;;;;;;;;0;3;0;3;0;0;1;;;0;0,909;0,0;5,455;0,0;0,909;0,0;2,727
Diego Herazo;co COL;FW;CA San Lorenzo;30-125;1996,0;8;0;113;1,3;1;1;2;1;0;0;0;0;1,59;5;1;20,0;3,98;0,8;0,2;1,0;;;;;;;;;;;;;;0;2;1;0;2;0;0;;;0;0,769;0,769;3,846;0,0;0,0;1,538;1,538
Diego Mastrángelo;ar ARG;DF;Gimnasia–LP;23-283;2002,0;5;0;89;1,0;0;0;0;0;0;0;1;0;0,0;1;1;100,0;1,01;1,01;0,0;0,0;;;;;;;;;;;;;;0;6;1;0;4;4;3;;;0;0,0;0,0;1,0;4,0;3,0;4,0;6,0
Diego Mondino;ar ARG;DF;Gimnasia–M;31-276;1994,0;13;11;1008;11,2;0;0;0;0;0;0;2;0;0,0;2;0;0,0;0,18;0,0;0,0;;;;;;;;;;;;;;;0;5;5;0;0;21;11;;;0;0,0;0,0;0,179;1,875;0,982;0,0;0,446
Diego Ortegoza;cl CHI;MF;Racing Club;29-120;1997,0;5;3;285;3,2;0;0;0;0;0;0;1;0;0,0;3;2;66,7;0,95;0,63;0,0;0,0;;;;;;;;;;;;;;0;2;3;0;2;1;4;;;0;0,0;0,0;0,938;0,312;1,25;0,625;0,625
Diego Ortegoza;cl CHI;MF;Talleres–C;29-120;1997,0;14;10;831;9,2;0;2;2;0;0;0;3;0;0,22;17;4;23,5;1,84;0,43;0,0;0,0;;;;;;;;;;;;;;0;23;3;2;16;6;15;;;0;0,0;0,217;1,848;0,652;1,63;1,739;2,5
Diego Porcel;ar ARG;MFFW;Arg Juniors;21-208;2005,0;18;5;575;6,4;1;0;1;1;0;0;4;1;0,16;14;3;21,4;2,19;0,47;0,07;0,33;;;;;;;;;;;;;;1;17;16;8;21;1;6;;;0;0,156;0,0;2,188;0,156;0,938;3,281;2,656
Diego Sosa;ar ARG;MFDF;Instituto;29-020;1997,0;21;21;1819;20,2;1;3;4;1;0;0;2;0;0,2;27;6;22,2;1,34;0,3;0,04;0,17;;;;;;;;;;;;;;0;15;12;2;98;17;20;;;0;0,05;0,149;1,337;0,842;0,99;4,851;0,743
Diego Tarzia;ar ARG;MF;Independiente;23-113;2003,0;1;0;24;0,3;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;6,667
Diego Valdés;cl CHI;MF;Vélez Sarsfield;32-199;1994,0;17;10;830;9,2;2;5;7;2;0;0;0;0;0,76;21;6;28,6;2,28;0,65;0,1;0,33;;;;;;;;;;;;;;0;6;11;3;50;4;5;;;0;0,217;0,543;2,283;0,435;0,543;5,435;0,652
Diego Valoyes;co COL;MF;Talleres–C;29-329;1996,0;8;3;278;3,1;0;1;1;0;0;0;0;0;0,32;5;3;60,0;1,62;0,97;0,0;0,0;;;;;;;;;;;;;;0;10;3;1;12;1;4;;;0;0,0;0,323;1,613;0,323;1,29;3,871;3,226
Dilan Godoy;ar ARG;MFFW;Vélez Sarsfield;20-193;2006,0;15;8;658;7,3;0;3;3;0;0;0;2;0;0,41;24;7;29,2;3,28;0,96;0,0;0,0;;;;;;;;;;;;;;0;10;11;2;8;5;7;;;0;0,0;0,411;3,288;0,685;0,959;1,096;1,37
Domingo Blanco;ar ARG;MF;Defensa;31-117;1995,0;4;0;123;1,4;0;0;0;0;0;0;0;0;0,0;2;0;0,0;1,46;0,0;0,0;;;;;;;;;;;;;;;0;2;6;0;3;0;4;;;0;0,0;0,0;1,429;0,0;2,857;2,143;1,429
Duván Vergara;co COL;FWMF;Racing Club;29-342;1996,0;14;5;496;5,5;3;0;3;3;0;0;2;0;0,54;10;7;70,0;1,81;1,27;0,3;0,43;;;;;;;;;;;;;;0;9;13;1;18;7;5;;;0;0,545;0,0;1,818;1,273;0,909;3,273;1,636
Dylan Aquino;ar ARG;MF;Lanús;21-074;2005,0;16;5;607;6,7;6;2;8;6;0;0;4;0;1,19;24;11;45,8;3,56;1,63;0,25;0,55;;;;;;;;;;;;;;0;10;12;3;32;5;8;;;0;0,896;0,299;3,582;0,746;1,194;4,776;1,493
Dylan Gorosito;ar ARG;DF;Boca Juniors;20-195;2006,0;2;1;95;1,1;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,95;0,0;0,0;;;;;;;;;;;;;;;0;1;1;1;7;3;3;;;0;0,0;0,0;0,909;2,727;2,727;6,364;0,909
Edinson Cavani;uy URU;FW;Boca Juniors;39-184;1987,0;2;1;104;1,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;4;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Eduardo Salvio;ar ARG;MF;Lanús;36-035;1990,0;19;14;1230;13,7;1;3;4;1;0;0;0;0;0,29;24;11;45,8;1,76;0,8;0,04;0,09;;;;;;;;;;;;;;0;7;14;3;38;8;11;;;0;0,073;0,219;1,752;0,584;0,803;2,774;0,511
Edwuin Cetré;co COL;MFFW;Estudiantes–LP;28-228;1998,0;16;6;714;7,9;0;1;1;0;0;0;2;0;0,13;17;6;35,3;2,14;0,76;0,0;0,0;;;;;;;;;;;;;;0;6;22;6;62;3;3;;;0;0,0;0,127;2,152;0,38;0,38;7,848;0,759
Elián Giménez;ar ARG;MF;Sarmiento–J;22-147;2004,0;3;3;188;2,1;0;0;0;0;0;0;1;0;0,0;3;0;0,0;1,44;0,0;0,0;;;;;;;;;;;;;;;0;8;0;0;3;0;4;;;0;0,0;0,0;1,429;0,0;1,905;1,429;3,81
Elías Cabrera;ar ARG;MF;Tigre;23-173;2003,0;13;8;714;7,9;0;0;0;0;0;0;2;0;0,0;19;5;26,3;2,39;0,63;0,0;0,0;;;;;;;;;;;;;;0;9;17;0;32;6;8;;;0;0,0;0,0;2,405;0,759;1,013;4,051;1,139
Elías Gómez;ar ARG;DF;Vélez Sarsfield;32-069;1994,0;19;19;1682;18,7;0;2;2;0;0;0;6;0;0,11;6;0;0,0;0,32;0,0;0,0;;;;;;;;;;;;;;;0;19;26;2;59;22;20;;;0;0,0;0,107;0,321;1,176;1,07;3,155;1,016
Elías López;ar ARG;MFDF;Aldosivi;26-040;2000,0;3;2;165;1,8;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,55;0,0;0,0;;;;;;;;;;;;;;;0;0;1;0;5;0;4;;;0;0,0;0,0;0,556;0,0;2,222;2,778;0,0
Elías Pereyra;ar ARG;DF;Barracas Central;27-183;1999,0;2;0;33;0,4;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;0;0;1;1;;;0;0,0;0,0;0,0;2,5;2,5;0,0;0,0
Elías Pereyra;ar ARG;MFDF;Defensa;27-183;1999,0;11;6;558;6,2;2;0;2;2;0;0;0;0;0,32;7;4;57,1;1,13;0,65;0,29;0,5;;;;;;;;;;;;;;0;3;8;0;16;5;6;;;0;0,323;0,0;1,129;0,806;0,968;2,581;0,484
Elías Torres;ar ARG;FW;Racing Club;25-143;2001,0;4;0;94;1,0;0;0;0;0;0;0;0;0;0,0;6;1;16,7;5,74;0,96;0,0;0,0;;;;;;;;;;;;;;0;3;1;0;0;1;1;;;0;0,0;0,0;6,0;1,0;1,0;0,0;3,0
